Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
2520	-193.4666	-255.2492	61.78255	0.0408319	0.0264868	0.0179931	0.0151771	0.0285732	0.0203141	0.0263934	0.0121137	0.00946683	0.0391403	0.00154905	0.015264	0.0284654	0.0153343	0.00452323	0.01041	0.000412965	0.0203682	0.0041299	0.0853449	0.0270061	0.0201411	0.00465172	0.0252981	0.00884749	0.00197293	0.0051111	0.00965887	0.00615699	0.0242216	0.0159442	0.00660124	0.0105134	0.00563468	0.0731153	0.0497674	0.0144223	0.0187902	0.0540503	0.00861487	0.0071901	0.000741221	0.017398	0.0781941	0.00126624	0.0273098	0.0148017	1.069876	1.15025	0.00861388	0.0983991	0.485101	2.06143	10.1627	116.092	3.437745	0.0425459	0.0275987	0.0187484	0.0158143	0.0297727	0.0211669	0.0275014	0.0126222	0.00986422	0.0407834	0.00161408	0.0159048	0.0296603	0.015978	0.0047131	0.010847	0.0004303	0.0212232	0.00430326	0.0889275	0.0281398	0.0209866	0.00484699	0.02636	0.00921889	0.00205574	0.00532565	0.0100643	0.00641545	0.0252383	0.0166135	0.00687835	0.0109547	0.00587121	0.0761845	0.0518565	0.0150277	0.019579	0.0563193	0.00897651	0.00749192	0.000772336	0.0181283	0.0814765	0.0013194	0.0284562	0.015423	0.9862175	0.465062	0.534938	0.9597133
2556	-194.3862	-255.5027	61.11648	0.013634	0.0667962	0.0361802	0.0501226	0.0449919	0.0727119	0.0320709	0.0251902	0.1403	0.0235196	0.017067	0.00754195	0.0557504	0.00397906	0.00903441	0.0191143	0.00294073	0.036525	0.00273375	0.0200726	0.0380765	0.0407788	0.0277788	0.00757884	0.0279809	0.0205944	0.00159221	0.0322739	0.0185479	0.0230983	0.0371221	0.00362343	0.0357314	0.00311069	0.118701	0.0287811	0.0010031	0.0347753	0.036472	0.124389	0.00684814	5.52419e-05	0.013023	0.0297671	0.00487574	0.00794395	0.00464121	1.222231	1.571456	0.0111128	0.111415	0.504271	1.98306	8.97545	89.986	3.25356	0.00967336	0.0473919	0.0256699	0.035562	0.0319218	0.0515891	0.0227543	0.0178724	0.0995433	0.0166872	0.012109	0.00535102	0.0395549	0.00282315	0.00640992	0.0135616	0.00208645	0.0259145	0.0019396	0.0142415	0.0270153	0.0289326	0.0197091	0.00537719	0.0198524	0.0146118	0.00112967	0.0228983	0.0131598	0.0163882	0.0263382	0.00257083	0.0253515	0.00220704	0.0842187	0.0204202	0.000711699	0.0246731	0.0258769	0.0882544	0.00485876	3.91941e-05	0.00923986	0.0211198	0.00345934	0.00563624	0.00329294	0.9574453	0.388885	0.611115	1.409442
2592	-187.0522	-248.5932	61.541	0.0111526	0.0327522	0.00956355	0.00945623	0.0373038	0.036408	0.02582	0.00508407	0.0166259	0.00733346	0.00418153	0.0136573	0.00725871	0.0244826	0.0100701	0.0130307	0.0266103	0.0362688	0.0208439	0.0926199	0.00910467	0.00459999	0.0045647	0.0155415	0.00835473	0.00742569	0.000941994	0.052353	0.0122021	0.00111023	0.0206281	0.0171387	0.0180154	0.071972	0.0412773	0.0246864	0.0288671	0.0170811	0.0169993	0.0408631	0.00481014	0.00821403	0.0279406	0.0428575	0.0350021	0.00126607	0.00975286	1.207562	1.523857	0.00966325	0.104073	0.49366	2.02569	9.60861	103.485	3.354624	0.0113328	0.0332816	0.00971812	0.00960907	0.0379067	0.0369965	0.0262373	0.00516625	0.0168946	0.00745199	0.00424911	0.0138781	0.00737603	0.0248783	0.0102328	0.0132414	0.0270405	0.036855	0.0211809	0.0941169	0.00925183	0.00467434	0.00463848	0.0157927	0.00848977	0.00754571	0.000957219	0.0531991	0.0123993	0.00112818	0.0209615	0.0174158	0.0183066	0.0731353	0.0419445	0.0250854	0.0293337	0.0173572	0.017274	0.0415236	0.00488789	0.0083468	0.0283922	0.0435502	0.0355678	0.00128653	0.00991049	0.9601422	0.396219	0.603781	0.9840941
2628	-175.0072	-238.1657	63.15856	0.0118654	0.00363661	0.00803432	0.00107874	0.0138909	0.019823	0.00937407	0.000411797	0.0480576	0.00464993	0.032748	0.0210035	0.0121392	0.00512137	0.0100165	0.00375241	0.026311	0.0185076	0.00666499	0.0070406	0.0200228	0.0228999	0.000614648	0.00126356	0.0103654	0.000402999	0.0103629	0.0261964	0.000622498	0.00270693	0.0239667	0.0225376	0.0164927	0.005465	0.0123808	0.0104702	0.0279983	0.00354729	0.0312661	0.00650421	0.00312619	0.00757904	0.00132217	0.0157798	0.00539983	0.00694705	0.0285916	0.4106215	0.2583535	0.00705747	0.0892854	0.470612	2.12489	11.2	141.694	3.581844	0.0201463	0.00617464	0.0136415	0.00183161	0.0235855	0.0336576	0.0159163	0.000699194	0.0815974	0.00789516	0.0556031	0.035662	0.0206112	0.00869562	0.0170071	0.00637125	0.0446736	0.0314242	0.0113165	0.0119543	0.0339968	0.0388819	0.00104362	0.00214541	0.0175996	0.000684255	0.0175952	0.0444791	0.00105694	0.00459612	0.0406933	0.0382668	0.0280031	0.00927906	0.0210214	0.0177775	0.0475385	0.00602297	0.0530869	0.0110436	0.00530798	0.0128685	0.00224492	0.0267927	0.00916841	0.0117955	0.0485458	1.133627	0.794689	0.205311	0.5889601
2664	-167.6522	-230.0108	62.3586	0.00792284	0.0109672	0.0121744	0.00858215	0.017247	0.00682728	0.00944465	0.00438084	0.0159751	0.0101683	0.027301	0.012085	0.0328139	0.00497293	6.83588e-05	0.00141357	0.00288973	0.0245501	0.00554464	0.012757	0.0138952	0.010935	0.00267224	0.00391215	0.0567924	0.0836188	0.0159459	0.027669	0.00217975	0.01763	0.0133831	0.0443942	0.00934108	0.0275797	0.0906985	0.0205979	0.0034942	0.0388709	0.0179041	0.00424984	0.0304445	0.00784938	0.000886316	0.0172148	0.00762095	0.0223998	0.0322907	0.8777245	0.7820935	0.00988431	0.105228	0.495362	2.01873	9.5032	101.17	3.338269	0.00929304	0.0128639	0.0142798	0.0100664	0.0202298	0.00800801	0.011078	0.00513847	0.0187379	0.0119269	0.0320225	0.014175	0.0384888	0.00583297	8.01809e-05	0.00165804	0.00338949	0.0287959	0.00650355	0.0149633	0.0162982	0.0128261	0.00313439	0.00458873	0.0666143	0.0980801	0.0187037	0.0324542	0.00255673	0.020679	0.0156976	0.0520718	0.0109566	0.0323494	0.106384	0.0241601	0.0040985	0.0455933	0.0210005	0.00498482	0.0357096	0.00920688	0.0010396	0.0201919	0.00893894	0.0262737	0.0378751	1.025068	0.561138	0.438862	0.8525565
2700	-172.6008	-234.2721	61.67128	0.0305653	0.0306547	0.0180084	0.0469048	0.098379	0.0394224	0.0462558	0.00306799	0.0522721	0.00531556	0.00627982	0.0066329	0.112444	0.00312367	0.00535482	0.00644153	0.01692	0.0237883	0.00506538	0.0498275	0.00327172	0.0159929	0.00265058	0.00316631	0.0440213	0.00603185	0.00736338	0.00674338	0.00632404	0.00216256	0.0149602	0.0245662	0.00823875	0.00542151	0.0278317	0.00315841	0.0621447	0.0224135	0.00531684	0.0156299	0.0124306	0.00010021	0.00703577	0.00201855	0.0242809	0.0310962	0.0314953	1.205815	1.518303	0.0118028	0.114737	0.508914	1.96497	8.71561	84.7256	3.210005	0.0304863	0.0305755	0.0179618	0.0467836	0.0981247	0.0393206	0.0461363	0.00306007	0.052137	0.00530182	0.00626359	0.00661576	0.112153	0.0031156	0.00534099	0.00642488	0.0168763	0.0237268	0.00505229	0.0496988	0.00326326	0.0159516	0.00264374	0.00315813	0.0439075	0.00601627	0.00734435	0.00672596	0.0063077	0.00215697	0.0149215	0.0245027	0.00821746	0.0054075	0.0277598	0.00315025	0.0619841	0.0223556	0.0053031	0.0155895	0.0123985	9.9951e-05	0.00701759	0.00201333	0.0242181	0.0310159	0.0314139	0.9604645	0.397093	0.602907	1.002591
2736	-194.6338	-257.9739	63.3401	0.00687192	0.0270018	0.00524249	0.0122348	0.00983858	0.020427	0.0240676	0.00278251	0.00648916	0.00855551	0.00862965	0.0138997	0.0654041	0.00202354	0.00153517	0.000560082	0.00188373	0.0426921	0.00627616	0.0204138	0.00201063	0.0043776	0.0045559	0.00204248	0.0305345	0.00557568	0.0314403	0.0105012	0.00314376	0.00769997	0.0133161	0.0329774	0.0096992	0.00183723	0.000299018	0.00847567	0.00808982	0.0171302	0.0157076	0.0271258	0.00858479	2.06542e-05	0.0278649	0.00816264	0.022415	0.00194156	0.000975856	0.8550073	0.746736	0.0291653	0.178366	0.584014	1.71229	5.60645	34.2873	2.555885	0.0115819	0.0455086	0.00883563	0.0206204	0.0165818	0.0344275	0.0405633	0.00468962	0.0109368	0.0144194	0.0145443	0.0234264	0.110231	0.00341046	0.00258736	0.000943957	0.00317483	0.0719527	0.0105778	0.0344052	0.00338869	0.00737796	0.00767847	0.00344237	0.0514624	0.00939718	0.0529892	0.0176986	0.00529847	0.0129775	0.0224428	0.0555798	0.0163469	0.00309644	0.000503962	0.0142848	0.0136345	0.028871	0.0264734	0.0457175	0.0144687	3.48104e-05	0.0469631	0.0137572	0.0377781	0.00327228	0.0016447	1.029865	0.572496	0.427504	0.5933348
2772	-186.3644	-247.6723	61.30787	0.100656	0.0666182	0.0217527	0.0524379	0.0220574	0.0479936	0.0320553	0.105119	0.0363425	0.106543	0.0264504	0.0633891	0.0666887	0.0156672	0.00558653	0.0670187	0.0600986	0.0163278	0.00245042	0.0435518	0.012792	0.0990407	0.00567953	0.0186078	0.0550125	0.0466297	0.0241899	0.0093501	0.0218275	0.0170048	0.194313	0.0174038	0.0398078	0.000999784	0.000879916	0.0336092	0.0033231	0.0717671	0.0221672	0.0260767	0.0232524	0.0163636	0.0342189	0.0444352	0.0898098	0.0507468	0.0159788	0.7975541	0.6632764	0.0125325	0.118143	0.51358	1.94712	8.46433	79.7927	3.166631	0.0515105	0.0340916	0.0111319	0.0268349	0.0112878	0.0245606	0.0164042	0.0537942	0.0185982	0.0545229	0.0135359	0.0324391	0.0341277	0.00801763	0.00285889	0.0342966	0.0307552	0.0083557	0.00125399	0.0222875	0.00654628	0.0506838	0.00290648	0.00952245	0.0281525	0.0238626	0.0123791	0.00478488	0.0111701	0.00870213	0.099439	0.00890634	0.0203715	0.000511636	0.000450294	0.0171994	0.00170058	0.0367266	0.011344	0.0133446	0.0118993	0.00837403	0.0175114	0.0227395	0.0459598	0.0259695	0.00817708	1.042198	0.601223	0.398777	1.954092
2808	-178.8456	-239.8884	61.04282	0.0639194	0.0842264	0.0344861	0.022738	0.0148186	0.0539985	0.0561961	0.0582559	0.102907	0.0434568	0.0558539	0.0421312	0.12687	0.00655432	0.0124866	0.0567673	0.00876816	0.177182	0.0107887	0.15704	0.0133762	0.20668	0.0332351	0.0282191	0.121688	0.00706677	0.00317852	0.0605973	0.00067548	0.0482497	0.27525	0.0131309	0.00242316	0.00660663	0.0332661	0.0272276	0.00692619	0.148582	0.0254932	0.0232098	0.0499925	0.0357234	0.0406152	0.131184	0.0694941	0.0260736	0.0530598	0.8880487	0.7986399	0.0530211	0.238732	0.639616	1.56344	4.1888	18.8604	2.123701	0.0238445	0.0314199	0.0128647	0.0084822	0.00552794	0.0201437	0.0209634	0.0217318	0.0383886	0.0162112	0.0208358	0.0157167	0.0473277	0.00244503	0.00465803	0.0211766	0.00327088	0.0660961	0.00402465	0.0585825	0.00498987	0.0771	0.0123981	0.0105269	0.0453947	0.0026362	0.00118572	0.0226053	0.000251982	0.0179991	0.10268	0.00489837	0.000903939	0.00246454	0.0124096	0.010157	0.00258375	0.0554273	0.00951001	0.0086582	0.0186493	0.0133263	0.0151512	0.048937	0.0259242	0.00972651	0.0197935	1.022903	0.555976	0.444024	2.68067
2844	-175.4503	-238.0164	62.56604	0.113642	0.0558759	0.00674399	0.110019	0.0610226	0.0571335	0.06855	0.0647733	0.0576638	0.139557	0.25259	0.079157	0.00675182	0.00793871	0.002632	0.0363569	0.0175214	0.299131	0.0199497	0.0897882	0.0103483	0.0716239	0.0128534	0.0150175	0.0783399	0.0235213	0.013976	0.0317469	0.0044586	0.0119422	0.0915449	0.0212075	0.0223723	0.0217701	0.000449	0.025313	0.0363128	0.0380164	0.00148829	0.00461392	0.0569482	0.0361669	0.00813127	0.0662749	0.0679338	0.0448147	0.0294924	0.3114629	0.1844573	0.0493075	0.230425	0.632588	1.58081	4.3398	20.2809	2.176206	0.04748	0.0233451	0.00281766	0.0459662	0.0254954	0.0238705	0.0286404	0.0270624	0.0240921	0.058307	0.105533	0.033072	0.00282093	0.00331681	0.00109965	0.01519	0.00732047	0.124978	0.00833504	0.0375137	0.00432354	0.0299247	0.00537019	0.00627435	0.0327306	0.00982726	0.0058392	0.0132639	0.00186281	0.00498949	0.0382477	0.00886054	0.0093472	0.00909559	0.000187593	0.0105758	0.0151716	0.0158833	0.000621813	0.00192771	0.0237931	0.0151106	0.00339727	0.0276898	0.0283829	0.0187237	0.012322	1.159699	0.844269	0.155731	2.393476
2880	-190.5173	-251.5421	61.02485	0.0665321	0.0287267	0.00378529	0.0173284	0.0535874	0.0983191	0.0280139	0.0230585	0.0877101	0.00564537	0.0620686	0.0157091	0.0102466	0.00983635	0.00518863	0.0180512	0.0501038	0.0156296	0.022059	0.0902906	0.0109363	0.0512791	0.0414824	0.00813708	0.0233359	0.0207079	0.0349624	0.0118108	0.000875706	0.00977138	0.127574	0.0370049	0.0373073	0.0843564	0.000447138	0.032887	0.00477511	0.00397558	0.0121289	0.0499732	0.0885998	0.00211954	0.0239793	0.0102904	0.0361989	0.0720666	0.00574674	1.313992	1.915416	0.0174405	0.138805	0.540065	1.85163	7.20437	57.3378	2.927677	0.0427963	0.0184783	0.00243486	0.0111464	0.0344698	0.0632432	0.0180198	0.0148322	0.056419	0.00363135	0.0399252	0.0101048	0.00659109	0.00632717	0.00333756	0.0116114	0.032229	0.0100536	0.0141893	0.0580789	0.0070347	0.032985	0.0266833	0.00523413	0.0150107	0.0133202	0.0224894	0.00759723	0.000563292	0.00628538	0.0820611	0.0238032	0.0239977	0.0542617	0.000287619	0.0211544	0.00307156	0.00255727	0.00780181	0.032145	0.0569913	0.00136338	0.0154246	0.00661926	0.0232847	0.0463564	0.00369656	0.9409123	0.343004	0.656996	1.55462
2916	-182.4462	-244.1973	61.75111	0.0362181	0.0326199	0.00524411	0.00115617	0.0237373	0.0558935	0.0439167	0.0163151	0.0088027	0.00113563	0.0172931	0.00373832	0.0125199	0.00136552	0.000623514	0.00913851	0.0269841	0.0453234	0.049355	0.0523782	0.00716711	0.0196579	0.0244664	0.00587951	0.016818	0.0261952	0.0086901	0.0262305	0.00245336	0.0160112	0.0374655	0.0154935	0.0256841	0.0413309	0.00199041	0.0489152	0.0013716	0.0125059	0.0129801	0.0106681	0.00972018	0.0226307	0.0434498	0.00554044	0.0278044	0.00534932	0.00098902	1.279514	1.775903	0.0150947	0.129362	0.528324	1.89278	7.73023	66.2486	3.032127	0.0393155	0.0354096	0.00569259	0.00125505	0.0257673	0.0606736	0.0476725	0.0177104	0.00955551	0.00123275	0.018772	0.00405803	0.0135906	0.0014823	0.000676838	0.00992004	0.0292918	0.0491994	0.0535758	0.0568576	0.00778004	0.0213391	0.0265587	0.00638233	0.0182563	0.0284354	0.00943328	0.0284738	0.00266317	0.0173805	0.0406695	0.0168185	0.0278806	0.0448655	0.00216063	0.0530985	0.0014889	0.0135755	0.0140901	0.0115804	0.0105514	0.0245661	0.0471656	0.00601426	0.0301822	0.00580679	0.0010736	0.9470569	0.360243	0.639757	0.9212171
2952	-183.8047	-245.4532	61.64851	0.0082485	0.0251192	0.0207595	0.000494982	0.0207225	0.0238433	0.0102918	0.00275765	0.00664416	0.00109666	0.0209583	0.00910434	0.0357189	0.000787278	0.00187004	0.0291684	0.0158242	0.00981156	0.00512858	0.0383947	0.00210939	0.0205897	0.019473	0.0125213	0.00847242	0.026313	0.00687605	0.0205708	0.0011585	0.00745161	0.00551109	0.00715983	0.00951234	0.0021645	0.00747719	0.00473299	0.037616	0.0142414	0.0356399	0.0532922	0.0117068	0.00788567	0.00392368	0.0270878	0.0100461	0.00372733	0.00138652	0.9292284	0.8678119	0.00354007	0.0637745	0.423713	2.36009	15.6803	282.48	4.080717	0.0125856	0.038327	0.031675	0.000755247	0.0316184	0.0363802	0.0157032	0.00420763	0.0101377	0.0016733	0.0319782	0.0138915	0.0545001	0.00120123	0.00285331	0.0445053	0.0241447	0.0149705	0.00782521	0.0585829	0.00321852	0.0314159	0.0297121	0.019105	0.0129273	0.0401485	0.0104915	0.031387	0.00176764	0.0113697	0.00840885	0.0109245	0.014514	0.00330261	0.0114087	0.00722162	0.0573946	0.0217296	0.0543796	0.0813136	0.0178622	0.012032	0.00598677	0.0413307	0.0153283	0.00568718	0.00211556	1.014358	0.535386	0.464614	0.6553915
2988	-186.7054	-244.2819	57.57648	0.0831776	0.0657275	0.218232	0.0142973	0.113733	0.149936	0.0653786	0.130519	0.311798	0.0170515	0.325498	0.0360696	0.140291	0.0265357	0.0772867	0.0300839	0.0454172	0.205555	0.0297825	0.0281348	0.0135681	0.0154102	0.0341298	0.101444	0.0930659	0.0121165	0.0308775	0.0881765	0.00227793	0.0551032	0.00980442	0.18611	0.148111	0.00875472	0.109304	0.0251276	0.0237881	0.0672326	0.181797	0.20674	0.0282098	0.048967	0.127536	0.0585524	0.121648	0.0101883	0.104006	1.328925	1.980291	0.0390416	0.205629	0.610513	1.63797	4.86313	25.6137	2.345005	0.0206573	0.0163235	0.0541982	0.00355076	0.0282458	0.0372368	0.0162369	0.0324145	0.0774354	0.00423477	0.0808379	0.00895795	0.0348414	0.00659018	0.0191943	0.00747138	0.0112794	0.05105	0.00739654	0.00698732	0.00336966	0.00382714	0.00847619	0.0251937	0.0231131	0.00300916	0.00766849	0.0218988	0.000565727	0.013685	0.00243494	0.0462208	0.0367835	0.00217425	0.0271458	0.00624048	0.00590781	0.0166973	0.0451496	0.0513442	0.00700595	0.012161	0.0316738	0.0145416	0.0302114	0.00253027	0.0258302	0.9382756	0.335538	0.664462	4.02655
3024	-186.247	-248.7527	62.50565	0.0543527	0.0126483	0.032297	0.107145	0.0858744	0.0654844	0.00165198	0.120055	0.0789845	0.00724352	0.129595	0.0751829	0.0398898	0.0055841	0.00350376	0.00265008	0.00717294	0.0363348	0.0164067	0.0767109	0.0133354	0.111784	0.0564779	0.0261095	0.0235633	0.00167835	0.00561862	0.00463967	0.0163071	0.0113476	0.006915	0.0547544	0.131915	0.0315331	0.0422555	0.0238495	0.00741308	0.0474677	0.0568851	0.00712583	0.10258	0.0466543	0.0621939	0.0226168	0.0495122	0.0117132	0.0781136	0.7485957	0.5982045	0.0654096	0.264475	0.660381	1.51428	3.78107	15.2883	1.971871	0.0269992	0.00628292	0.0160432	0.0532231	0.0426572	0.0325287	0.000820602	0.0596362	0.0392347	0.00359814	0.064375	0.0373463	0.0198148	0.00277384	0.00174046	0.0013164	0.00356309	0.0180489	0.00814987	0.0381053	0.0066242	0.0555276	0.0280548	0.0129696	0.0117048	0.000833704	0.00279099	0.00230471	0.00810041	0.0056368	0.00343495	0.0271987	0.0655272	0.0156637	0.02099	0.011847	0.00368237	0.0235791	0.0282571	0.00353968	0.0509556	0.0231751	0.0308942	0.0112347	0.0245947	0.00581843	0.0388021	1.052943	0.625702	0.374298	2.013127
3060	-178.6728	-239.6593	60.98648	0.0312375	0.0757312	0.00608085	0.0741517	0.0547048	0.043017	0.0030898	0.00338686	0.0862523	0.0224663	0.211371	0.00772746	0.0446482	0.0179295	0.0158232	0.000161562	0.00606952	0.0844865	0.0427051	0.0276006	0.00650469	0.0525488	0.0314271	0.0198599	0.0184655	0.0233236	0.0096488	0.000982253	0.0111348	0.0126881	0.0328277	0.00626331	0.134841	0.0272815	0.0394121	0.0355666	0.0154326	0.0358295	0.029201	0.00639314	0.0264938	0.0253236	0.0629819	0.0618238	0.0186884	0.00364265	0.0128392	1.048964	1.10297	0.00812581	0.0956394	0.480814	2.0798	10.4559	123.065	3.47992	0.0192816	0.0467458	0.00375346	0.0457708	0.033767	0.0265526	0.00190721	0.00209057	0.05324	0.0138675	0.13047	0.00476984	0.0275595	0.0110671	0.00976698	9.97256e-05	0.00374647	0.05215	0.0263601	0.0170367	0.00401508	0.0324362	0.0193987	0.0122587	0.011398	0.0143967	0.00595581	0.000606304	0.00687307	0.00783182	0.0202632	0.00386608	0.0832319	0.0168397	0.0243275	0.0219538	0.00952591	0.0221161	0.0180246	0.00394622	0.0163535	0.0156312	0.0388761	0.0381613	0.0115356	0.00224846	0.0079251	0.9903022	0.475518	0.524482	1.620066
3096	-182.5746	-242.8467	60.27213	0.0453146	0.0267292	0.00323552	0.00370656	0.0393077	0.0963871	0.0206888	0.00880401	0.00358205	0.0549228	0.0466718	0.00551281	0.161214	0.0429857	0.00216933	0.000657355	0.005697	0.0564853	0.0118959	0.127463	0.00684923	0.0800249	0.0673072	0.0579658	0.0968607	0.0586236	0.00300388	0.000652213	0.023127	0.00832066	0.0988876	0.0585334	0.0559857	0.0501238	0.0144576	0.0531794	0.0154012	0.00735617	0.0313371	0.00180053	0.0159815	0.0108454	0.0264851	0.013575	0.00703183	0.0130899	0.0618903	1.362747	2.138471	0.00977298	0.104648	0.494509	2.02221	9.55584	102.323	3.346459	0.0266224	0.0157034	0.00190087	0.00217761	0.0230933	0.0566275	0.0121547	0.00517236	0.00210446	0.0322672	0.0274197	0.00323878	0.094713	0.0252541	0.00127448	0.000386196	0.00334699	0.0331851	0.00698883	0.0748847	0.00402392	0.0470146	0.039543	0.0340549	0.0569057	0.0344414	0.00176478	0.000383175	0.0135871	0.00488839	0.0580965	0.0343884	0.0328916	0.0294477	0.00849384	0.0312429	0.00904821	0.00432175	0.0184106	0.00105781	0.00938911	0.00637169	0.01556	0.00797533	0.0041312	0.0076903	0.0363606	0.932358	0.318626	0.681374	1.702127
3132	-188.4067	-249.0498	60.64315	0.139539	0.0952051	0.00694997	0.00397666	0.0549217	0.0706832	0.0608132	0.0378228	0.0357703	0.0294326	0.160526	0.00203387	0.219963	0.007253	0.0300303	0.0528951	0.0891467	0.130471	0.066127	0.358344	0.0691003	0.267208	0.014699	0.0470645	0.0252165	0.0102865	0.156298	0.039798	0.0911867	0.00274668	0.0832391	0.0876392	0.230846	0.186052	0.0580388	0.0480622	0.0743931	0.126951	0.00518841	0.0933468	0.287415	0.0360781	0.011521	0.055043	0.0836931	0.017704	0.00800898	0.5326306	0.3629833	0.195386	0.45099	0.780021	1.28202	2.21735	5.11808	1.180612	0.0360684	0.0246089	0.00179645	0.0010279	0.0141963	0.0182704	0.0157192	0.00977653	0.009246	0.00760782	0.0414932	0.00052572	0.0568566	0.00187478	0.00776233	0.0136725	0.0230429	0.0337246	0.0170927	0.0926259	0.0178612	0.0690685	0.00379945	0.0121654	0.00651802	0.00265887	0.0404004	0.0102871	0.0235702	0.000709971	0.0215159	0.0226532	0.0596698	0.0480912	0.015002	0.0124233	0.0192293	0.0328148	0.00134111	0.0241285	0.0742918	0.00932556	0.00297798	0.0142277	0.0216332	0.00457619	0.00207018	1.103112	0.733685	0.266315	3.86873
3168	-182.6639	-243.1421	60.47822	0.00947643	0.0173185	0.00435227	0.000102218	0.0461403	0.00415659	0.0113903	0.0108417	0.0287613	0.0479051	0.0275363	4.71844e-05	0.137797	0.00834185	0.0103195	0.00463572	0.0495428	0.0133947	0.0253515	0.08294	0.00621689	0.0349436	0.0717256	0.0208748	0.0178382	0.008338	0.0659868	0.0057891	0.0685175	0.0266818	0.0317562	0.0711007	0.0843265	0.00567594	0.0107144	0.0213864	0.044823	0.00859929	0.00230511	0.0307294	0.000484892	0.00343608	0.0439974	0.062632	0.00850826	0.0316077	0.0101806	1.054054	1.114285	0.00244396	0.0532313	0.400486	2.49696	18.7859	409.171	4.348633	0.00707445	0.0129288	0.00324911	7.63088e-05	0.0344452	0.00310303	0.00850321	0.00809367	0.0214712	0.0357627	0.0205568	3.52246e-05	0.10287	0.00622746	0.00770385	0.00346071	0.0369853	0.00999958	0.0189257	0.0619173	0.00464111	0.0260865	0.0535454	0.0155837	0.0133168	0.00622458	0.0492613	0.00432175	0.0511505	0.0199188	0.023707	0.053079	0.0629524	0.00423727	0.00799864	0.0159656	0.0334618	0.00641964	0.00172084	0.0229404	0.000361987	0.00256514	0.0328455	0.0467568	0.00635169	0.0235961	0.00760015	0.9893049	0.472973	0.527027	1.339528
3204	-180.5577	-244.1534	63.59571	0.00390615	0.00229257	0.00440302	2.7894e-05	0.00311478	0.0458407	0.00235665	0.00287933	0.00188625	0.0182058	0.0340443	0.000469329	0.0296266	0.00528097	0.00468097	0.0224444	0.00904119	0.0321493	0.0169034	0.0155141	0.01035	0.00803898	0.0493864	0.0164112	0.0260409	0.00293173	0.0581383	0.00252948	0.0550514	0.00530849	0.0559243	0.0120354	0.04434	0.0381917	0.0200418	0.0109222	0.00471759	0.00900106	0.00986173	0.00701922	0.00337585	0.0106728	0.0102929	0.0208131	0.015526	0.0179506	0.0543505	0.5131907	0.3451624	0.0208058	0.151277	0.554759	1.80258	6.61037	48.0636	2.800102	0.00468199	0.00274793	0.00527756	3.34344e-05	0.00373344	0.0549457	0.00282473	0.00345123	0.0022609	0.0218218	0.0408062	0.000562548	0.0355112	0.00632989	0.00561071	0.0269024	0.010837	0.0385349	0.0202608	0.0185956	0.0124057	0.0096357	0.0591957	0.0196708	0.0312132	0.00351404	0.0696859	0.00303188	0.0659858	0.00636287	0.0670321	0.0144259	0.0531469	0.0457774	0.0240225	0.0130916	0.00565461	0.0107889	0.0118205	0.00841339	0.00404637	0.0127926	0.0123373	0.024947	0.0186098	0.0215159	0.0651457	1.107864	0.743405	0.256595	0.8342914
