Iteration	Posterior	Likelihood	Prior	rate01	rate_log_sd	tree_length
0	-190.5864	-252.433	61.84656	0.8767802	2.792282	1.660416
6	-186.1121	-247.476	61.36392	1.696451	3.016702	1.333498
12	-182.7558	-243.3536	60.5978	0.8679151	3.575346	1.988274
18	-185.3591	-247.072	61.71288	1.624027	3.402139	0.4802405
24	-185.4246	-246.5768	61.15216	1.286403	3.460147	1.390384
30	-177.8609	-240.4686	62.60771	0.5912494	3.347147	0.8462088
36	-172.6403	-234.1145	61.47426	0.7634071	4.351266	0.340228
42	-175.5624	-237.5452	61.98282	0.6332309	4.078093	0.495888
48	-174.2628	-235.0438	60.781	0.883816	4.71132	0.2206215
54	-180.1793	-241.5474	61.36801	1.016226	4.120847	0.2897184
60	-178.6799	-238.9099	60.23002	1.696183	4.800856	0.3776145
66	-186.8889	-248.8826	61.99373	0.3785863	4.380645	0.7712969
72	-175.4101	-237.4136	62.00346	1.15341	3.47955	0.5309714
78	-180.7739	-241.1546	60.38065	1.15341	4.974521	0.2866259
84	-171.3386	-233.7511	62.41246	1.15341	3.053295	0.6041836
90	-176.9081	-238.2419	61.33382	0.9386184	2.892084	1.901399
96	-182.5099	-243.0876	60.57776	2.476869	3.063342	1.557809
102	-181.9329	-244.8904	62.95756	1.218112	2.198545	0.9643488
108	-185.9482	-248.1697	62.22144	1.673344	2.595603	0.9573398
114	-172.7247	-235.5531	62.82839	0.9732763	2.82757	0.4763135
120	-172.249	-233.3879	61.13887	0.9765537	2.218288	2.441108
126	-169.0599	-230.925	61.86506	0.9915971	3.422533	1.043201
132	-172.4791	-234.6458	62.16675	0.7071462	3.329465	1.148517
138	-174.6369	-236.4871	61.85022	0.5725093	2.368107	2.207918
144	-172.7342	-235.0439	62.30968	0.5725093	3.776129	0.6993535
150	-178.2918	-241.8795	63.58771	0.5725093	1.792334	1.398867
156	-180.1529	-238.9091	58.75614	1.279373	2.053265	3.797066
162	-177.2997	-241.2074	63.90773	0.1661731	2.867168	0.9384935
168	-184.8127	-246.1815	61.36876	1.062773	4.053181	0.821954
174	-185.826	-248.7401	62.91405	0.5198855	1.869962	1.887612
180	-187.7578	-249.6498	61.89202	0.6144446	2.815964	1.841674
186	-183.1758	-246.3293	63.15343	0.1767496	1.950384	2.177649
192	-180.976	-242.1571	61.18101	1.43911	1.944653	2.331834
198	-185.4002	-246.4638	61.06366	0.7288555	3.479544	1.849335
204	-183.7558	-247.1762	63.42038	0.1913283	1.909789	1.99876
210	-194.1842	-253.3431	59.15889	0.4819208	4.757553	2.491548
216	-191.238	-251.1823	59.94428	1.24615	2.667399	2.748215
222	-183.7021	-245.2291	61.52692	1.568233	3.510668	0.7827319
228	-184.6764	-245.089	60.41258	1.053513	2.638964	2.584371
234	-179.4536	-240.2654	60.81176	1.203305	4.567395	0.6966319
240	-184.2498	-246.2488	61.99904	0.9151148	3.385342	1.026267
246	-185.2492	-247.2886	62.03939	0.76631	3.475626	1.063625
252	-179.6833	-243.2372	63.55391	0.5958187	2.558173	0.5349856
258	-184.8449	-245.5253	60.68049	1.414129	2.558173	2.271837
264	-181.53	-244.2656	62.73562	0.6923427	1.612199	2.012903
270	-173.4764	-235.0998	61.62339	0.5817491	2.242057	2.424174
276	-173.7441	-236.7286	62.98456	0.9361886	2.096819	1.275193
282	-169.5905	-232.1389	62.54837	0.6435108	2.92057	1.244997
288	-174.8876	-236.4192	61.53169	0.2777851	2.543901	2.648802
294	-175.0754	-235.4332	60.35783	0.1470607	2.075466	3.847492
300	-175.7414	-235.3392	59.59785	0.3920503	1.326889	4.347444
306	-175.5661	-237.0581	61.49203	0.5184726	2.770661	2.233552
312	-184.2222	-244.4297	60.20744	1.380084	3.173676	2.197081
318	-195.2142	-252.8724	57.65819	1.427294	5.957114	2.019641
324	-185.3154	-247.9785	62.66313	0.4030013	3.676482	0.7523075
330	-176.088	-239.0472	62.95919	0.3635512	3.458708	0.7523075
336	-180.3437	-241.9587	61.61503	0.7385522	3.116247	1.710048
342	-171.8782	-234.2806	62.40245	1.099248	3.116247	0.593852
348	-171.0703	-233.3427	62.27247	0.6760089	3.72811	0.4695792
354	-169.5863	-232.0398	62.45348	0.6797712	3.354607	0.8738652
360	-179.6334	-242.2874	62.65406	1.265464	2.650031	0.7333213
366	-173.6871	-236.5983	62.91124	0.4540267	3.154245	0.9689601
372	-182.0856	-244.5093	62.4237	0.6775062	2.613438	1.546141
378	-179.6907	-241.679	61.9883	1.565147	2.912508	0.9479916
384	-174.1719	-236.2938	62.12194	1.900415	2.36736	1.132312
390	-183.1798	-243.5889	60.40911	0.8274876	4.244653	1.689371
396	-179.1306	-241.6267	62.4961	1.476139	2.716305	0.5714459
402	-173.8348	-236.6686	62.83387	0.8036763	2.934408	0.7184834
408	-182.5781	-242.3788	59.80076	2.08704	2.530365	2.565431
414	-192.6594	-253.885	61.22559	2.08704	2.132153	1.902693
420	-180.927	-243.7741	62.84709	0.8621345	2.61116	1.010556
426	-185.8732	-245.4982	59.62494	0.9373097	2.048446	3.48066
432	-189.6801	-248.8736	59.19352	1.054732	2.99399	3.108059
438	-186.9108	-249.2746	62.36378	0.6746727	1.928235	2.065366
444	-180.2068	-239.0156	58.80881	1.077534	2.567589	3.572365
450	-192.4554	-250.2719	57.81641	2.254969	2.487128	3.718653
456	-193.823	-253.1865	59.36353	0.9271558	1.910711	3.718653
462	-194.8596	-255.6068	60.74715	1.61076	4.248805	0.7987451
468	-191.2624	-253.2382	61.97581	0.9636296	3.169721	1.197375
474	-181.7645	-244.3687	62.60422	1.557855	2.486163	0.7142253
480	-180.6717	-241.2663	60.5946	2.104748	2.480385	2.084755
486	-172.4444	-235.3621	62.9177	1.09284	2.51942	0.7628346
492	-171.8232	-234.9547	63.13144	0.8392306	2.566872	0.7628346
498	-170.7069	-233.1506	62.44365	0.847232	2.566872	1.408981
504	-173.4428	-233.2094	59.76665	1.832034	2.535672	2.677246
510	-175.8918	-236.4738	60.58197	2.076665	1.788743	2.544485
516	-176.5257	-236.2814	59.75567	1.458904	1.547891	3.428099
522	-187.788	-248.349	60.56105	1.755553	1.630006	2.775298
528	-184.4321	-242.2354	57.80328	0.8522106	2.921557	4.080713
534	-191.3246	-252.0344	60.70976	1.26472	2.497772	2.368023
540	-180.4197	-242.5283	62.10854	1.206831	2.345222	1.56131
546	-179.2183	-242.0564	62.83803	0.5812682	3.26068	0.375787
552	-186.6028	-250.492	63.88912	0.4317191	2.481892	0.5774906
558	-183.0432	-244.6302	61.58694	0.8621159	2.510443	2.042944
564	-184.9249	-247.3368	62.41193	0.8794661	1.933469	1.863295
