Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
3096	-182.7921	-245.6178	62.82569	0.00535656	0.00471962	0.092985	0.0060238	0.0232877	0.0303355	0.0359155	0.0200481	0.0278935	0.0219424	0.0689292	0.0152946	0.0120042	0.00879809	0.0193574	0.0376374	0.0204033	0.0484135	0.0113838	0.0750605	0.0172677	0.036458	0.036684	0.0282895	0.0409138	0.00418103	0.0517863	0.0845838	0.0396125	0.0564872	0.0288262	0.0125832	0.00123416	0.0401195	0.0223952	0.0376609	0.0594646	0.00847297	0.0259356	0.142798	0.0160101	0.00272674	0.0523933	0.0113378	0.00895413	0.0437848	0.0532219	0.9050403	0.8265512	0.0610432	0.255713	0.653476	1.53028	3.91064	16.3818	2.021826	0.00345591	0.00304497	0.0599914	0.00388639	0.0150246	0.0195717	0.0231717	0.0129345	0.0179962	0.0141566	0.0444713	0.00986764	0.00774481	0.00567629	0.0124889	0.0242826	0.0131637	0.0312351	0.00734449	0.048427	0.0111406	0.0235217	0.0236675	0.0182516	0.0263965	0.00269748	0.0334111	0.0545711	0.0255569	0.036444	0.0185979	0.00811831	0.000796244	0.025884	0.0144488	0.0242978	0.0383649	0.00546653	0.0167329	0.0921294	0.0103293	0.00175922	0.0338028	0.00731482	0.00577696	0.0282487	0.0343373	1.01936	0.54748	0.45252	1.549972
3132	-187.0686	-247.1974	60.12878	0.00530015	0.00486649	0.0353223	0.00173561	0.411359	0.0669293	0.116231	0.00693225	0.0791879	0.0714538	0.0922871	0.00250084	0.0501897	0.0145036	0.0215193	0.0467359	0.00981448	0.0243744	0.0461467	0.0740399	0.069431	0.177389	0.129644	0.124168	0.0502128	0.0208951	0.0490403	0.0575673	0.250019	0.126378	0.0965252	0.110453	0.0479075	0.0122774	0.0801468	0.171426	0.103066	0.00410753	0.0728972	0.021661	0.0483371	0.0644694	0.00305029	0.0128968	0.0273118	0.113018	0.0054916	1.101055	1.22483	0.0956653	0.318355	0.699709	1.42917	3.14115	10.4531	1.69697	0.0016403	0.00150609	0.0109316	0.000537138	0.127308	0.0207133	0.0359712	0.0021454	0.0245072	0.0221136	0.0285611	0.000773961	0.0155328	0.00448858	0.00665981	0.0144639	0.00303739	0.0075434	0.0142815	0.0229139	0.0214876	0.0548987	0.0401224	0.0384277	0.0155399	0.00646663	0.015177	0.017816	0.077376	0.0391115	0.0298727	0.0341831	0.0148265	0.00379961	0.0248039	0.053053	0.0318969	0.0012712	0.0225603	0.00670367	0.0149594	0.0199521	0.000944008	0.00399132	0.00845247	0.034977	0.00169955	0.9801894	0.449473	0.550527	3.231216
3168	-187.304	-248.1175	60.81356	0.0843765	0.022352	0.183233	0.0141096	0.154966	0.18442	0.0939179	0.00141109	0.0232462	0.0102049	0.045599	0.0349304	0.0350606	0.000270532	0.00285244	0.0480487	0.0262622	0.0430012	0.0914754	0.0157685	0.00107076	0.0812555	0.103642	0.116366	0.0632737	0.00371489	0.0467972	0.0142628	0.0127051	0.0482329	0.0186643	0.00629563	0.0345787	0.010857	0.0401729	0.0108384	0.00270282	0.00701422	0.0348418	0.00473479	0.0343585	0.0566695	0.0072584	0.0837744	0.0266868	0.0676566	0.0192568	1.094886	1.209667	0.0181826	0.141654	0.5435	1.83993	7.05944	54.9976	2.897546	0.0406989	0.0107814	0.0883821	0.00680573	0.0747475	0.0889547	0.0453012	0.000680636	0.0112128	0.00492234	0.0219947	0.0168487	0.0169114	0.000130491	0.00137587	0.0231762	0.0126675	0.0207416	0.0441231	0.00760593	0.00051648	0.0391935	0.0499919	0.0561289	0.03052	0.00179187	0.0225726	0.00687965	0.00612832	0.0232651	0.0090027	0.00303669	0.016679	0.00523685	0.0193773	0.00522787	0.0013037	0.0033833	0.0168059	0.00228382	0.0165728	0.0273345	0.00350108	0.0404085	0.0128724	0.0326341	0.00928848	0.9813762	0.452557	0.547443	2.073188
3204	-180.1692	-242.1518	61.98258	0.122821	0.00778966	0.0258655	0.0365063	0.0807008	0.135294	0.0920713	0.048568	0.0377267	0.0132237	0.0396956	0.0351682	0.0973621	0.00212882	0.016336	0.0383297	0.00476472	0.0286254	0.0600883	0.0282249	0.0700541	0.0989258	0.156315	0.0597291	0.00938164	0.0512477	0.0908722	0.00305877	0.0297257	0.0197147	0.0347745	0.00841135	0.00452228	0.0389623	0.0048482	0.0225964	0.0243699	0.114282	0.00415264	0.0112713	0.00949129	0.0648263	0.0173718	0.113829	0.0689299	0.0252912	0.03626	0.9615055	0.9258647	0.0731633	0.279327	0.671734	1.48868	3.58003	13.6681	1.89087	0.0572723	0.00363238	0.0120613	0.0170232	0.0376314	0.0630887	0.0429336	0.0226477	0.0175922	0.00616633	0.0185104	0.0163992	0.0454007	0.000992686	0.00761761	0.0178735	0.00222183	0.0133482	0.0280197	0.0131615	0.0326668	0.0461299	0.072891	0.0278522	0.00437473	0.0238972	0.0423744	0.00142633	0.0138613	0.00919311	0.0162156	0.00392228	0.00210877	0.0181684	0.00226076	0.0105369	0.0113639	0.0532904	0.00193641	0.00525588	0.00442586	0.030229	0.00810063	0.0530795	0.0321426	0.0117935	0.0169083	1.007759	0.519247	0.480753	2.144505
3240	-185.1916	-247.4819	62.29033	0.0178238	0.0188643	0.00542414	0.00595469	0.00468744	0.0204046	0.0077126	0.00906554	0.00576251	0.00382578	0.00720986	0.00593404	0.0127314	0.00077496	0.00145526	0.00468628	0.00276613	0.0184992	0.00786852	0.00663443	0.0231333	0.0151823	0.0316981	0.0191864	0.00184932	0.00625307	0.0107428	0.000879077	0.00344531	0.00284524	0.00435432	0.0133045	0.00470957	0.0205994	0.00716674	0.0118584	0.000786478	0.0157583	0.000294677	0.00126122	0.0164571	0.00518757	0.00476679	0.00355052	0.0234393	0.00197397	0.0075256	1.116424	1.26353	0.0139919	0.124663	0.522261	1.91475	8.0216	71.47	3.086982	0.041811	0.0442517	0.0127239	0.0139685	0.0109958	0.047865	0.0180922	0.0212659	0.0135177	0.0089745	0.0169129	0.01392	0.0298653	0.0018179	0.00341374	0.0109931	0.00648877	0.0433953	0.0184579	0.015563	0.0542659	0.0356146	0.0743571	0.0450074	0.00433811	0.0146684	0.0252003	0.00206213	0.00808198	0.00667435	0.0102143	0.0312097	0.0110477	0.048322	0.0168117	0.0278174	0.00184491	0.0369658	0.000691253	0.00295857	0.0386049	0.012169	0.0111819	0.00832878	0.0549838	0.00463053	0.0176535	0.977245	0.441788	0.558212	0.4262949
3276	-183.6739	-245.4646	61.79068	0.00997205	0.0350713	0.0297044	0.0161035	0.0990847	0.0508245	0.0040293	0.00610439	0.0303419	0.00592242	0.0298366	0.000731613	0.0639628	0.00174435	0.00616785	0.0225976	0.0358706	0.00743904	0.00976776	0.00940055	0.0302968	0.0110643	0.0635417	0.0134876	0.0198918	0.0607986	0.011815	0.0039738	0.00545743	0.0265873	0.0156856	0.0294949	0.0167268	0.00677885	0.00846726	0.0430076	0.0115803	0.0277927	0.00231242	0.00364644	0.0976532	0.0245438	0.0183301	0.0185745	0.0804363	0.00445878	0.0515164	1.178317	1.434028	0.0167154	0.135959	0.536586	1.86363	7.35513	59.8251	2.958382	0.00843232	0.0296561	0.025118	0.0136171	0.0837856	0.042977	0.00340716	0.00516185	0.025657	0.00500797	0.0252297	0.000618649	0.0540867	0.00147501	0.00521551	0.0191085	0.0303321	0.00629042	0.00825958	0.00794907	0.0256188	0.00935592	0.0537306	0.0114051	0.0168204	0.0514111	0.00999069	0.00336023	0.00461478	0.0224821	0.0132637	0.0249407	0.0141441	0.00573217	0.00715989	0.036367	0.00979224	0.0235014	0.00195537	0.00308342	0.0825752	0.0207541	0.0154999	0.0157065	0.0680166	0.00377033	0.0435621	0.9655648	0.410842	0.589158	1.182598
3312	-190.5961	-251.7916	61.19556	0.0637947	0.011507	0.0462694	0.0479216	0.0352234	0.0973265	0.0151444	0.0018396	0.0222133	0.0380501	0.0116333	0.0232538	0.0646459	0.113515	0.0102611	0.113688	0.00495529	0.00891127	0.0245227	0.0480525	0.0289381	0.319152	0.0277037	0.217923	0.0904737	0.0177972	0.0227304	0.0324777	0.0019507	0.0795023	0.0435553	0.200196	0.0208858	0.0654704	0.0781398	0.0318535	0.124739	0.0109511	0.0390532	0.00643252	0.00101912	0.0395778	0.00528954	0.0180812	0.0241794	0.000257796	0.0498039	0.8924782	0.8058336	0.0355936	0.196562	0.601984	1.66117	5.08744	28.0949	2.411861	0.0265716	0.00479287	0.019272	0.0199601	0.0146711	0.0405381	0.00630792	0.000766226	0.00925219	0.0158485	0.00484547	0.0096856	0.0269261	0.0472808	0.00427392	0.0473529	0.00206396	0.00371169	0.0102141	0.0200147	0.0120532	0.132932	0.011539	0.0907686	0.0376838	0.00741284	0.00946761	0.0135275	0.000812498	0.0331141	0.0181415	0.0833852	0.00869929	0.0272695	0.0325465	0.0132675	0.051956	0.00456131	0.0162663	0.00267925	0.000424482	0.0164848	0.00220318	0.00753112	0.0100711	0.000107376	0.0207441	1.021977	0.553761	0.446239	2.400863
3348	-187.5194	-249.1451	61.62568	0.0335444	0.00571255	0.0602884	0.00478978	0.0833027	0.108133	0.00410875	0.00025714	0.00538398	0.0160821	0.0557043	0.0123107	0.0287843	0.00397306	0.0206344	0.0204187	0.000777165	0.06374	0.0753396	0.0169892	0.0766824	0.0269313	0.0436397	0.0396925	0.0177365	0.00685487	0.00334872	0.00201319	0.0152755	0.0236484	0.00846074	0.0632878	0.035616	0.0701252	0.0591969	0.083679	0.133682	0.0221113	0.00498506	0.0378222	0.0350257	0.0162885	0.0634314	0.00685245	0.0132171	0.00987685	0.031724	0.9022283	0.8218724	0.0120002	0.115669	0.5102	1.96002	8.64539	83.3318	3.198011	0.0213457	0.00363514	0.0383641	0.00304794	0.0530091	0.0688097	0.00261457	0.000163629	0.00342606	0.0102337	0.035447	0.00783384	0.0183167	0.00252823	0.0131305	0.0129933	0.000494543	0.0405605	0.0479419	0.0108109	0.0487963	0.0171375	0.0277698	0.0252581	0.0112865	0.00436205	0.00213093	0.00128108	0.00972045	0.0150485	0.00538393	0.0402728	0.022664	0.0446237	0.0376695	0.0532486	0.0850676	0.0140703	0.00317221	0.0240679	0.0222884	0.0103651	0.0403641	0.00436051	0.0084106	0.00628506	0.0201874	1.019944	0.548886	0.451114	1.57148
3384	-188.3333	-250.5564	62.22313	0.00253093	0.00141817	0.0371568	0.00214356	0.0245963	0.008291	0.00337026	0.00104802	0.000580891	0.00425218	0.0163973	0.0152252	0.0142253	0.00685698	0.0133328	0.0133088	0.00122253	0.00402178	0.00289051	0.0178098	0.00973042	0.0165654	0.0159746	0.00513509	0.00911986	0.0006293	0.00802171	0.0011383	0.00780733	0.00417261	0.0302218	0.0228373	0.0106503	0.00640324	0.00743201	0.0136787	0.0189011	0.014009	0.00734022	0.00112114	0.00674878	0.0445189	0.00531453	0.000851956	0.0133993	0.00672835	0.00173128	0.8834631	0.791253	0.00657063	0.0862266	0.465521	2.14813	11.5973	152.192	3.633526	0.00526332	0.00294924	0.0772713	0.00445774	0.0511505	0.017242	0.00700879	0.00217946	0.00120802	0.00884283	0.0340999	0.0316623	0.0295829	0.0142598	0.0277269	0.0276771	0.00254238	0.0083637	0.0060111	0.0370373	0.0202354	0.0344494	0.0332208	0.0106789	0.0189657	0.00130869	0.016682	0.00236721	0.0162361	0.00867736	0.0628493	0.0474924	0.0221483	0.0133162	0.0154556	0.0284462	0.0393068	0.0291331	0.0152647	0.00233153	0.0140348	0.0925815	0.0110521	0.00177173	0.0278651	0.0139923	0.00360037	1.023864	0.558268	0.441732	0.4808614
3420	-187.0174	-249.0716	62.05425	0.00589798	0.00778281	0.010176	0.017392	0.0520566	0.0235403	0.0035772	0.00129394	0.0008879	0.00444089	0.0223475	0.00168691	0.0265755	0.0197799	0.0147112	0.0141668	0.000804784	0.0160209	0.0247569	0.0570019	0.00773424	0.018796	0.0630722	0.00717883	0.0247433	0.00356628	0.00415997	0.0178595	0.00284957	0.00135753	0.00488308	0.0102967	0.00917648	0.0120812	0.0169132	0.0010849	0.00520084	0.00688511	0.0129388	0.00220617	0.00581457	0.000186116	0.00852265	0.0021276	0.00308902	0.0164185	0.00934736	1.008228	1.016593	0.00747217	0.0918068	0.474718	2.10651	10.8924	133.83	3.540557	0.00977479	0.0128985	0.0168649	0.0288239	0.0862738	0.0390136	0.00592854	0.00214446	0.00147153	0.00735992	0.0370367	0.00279572	0.0440438	0.0327814	0.024381	0.0234787	0.00133378	0.0265516	0.0410299	0.0944699	0.012818	0.0311508	0.10453	0.0118975	0.0410072	0.00591044	0.00689436	0.0295987	0.00472262	0.00224985	0.00809278	0.0170647	0.0152083	0.0200222	0.0280305	0.00179801	0.0086194	0.0114108	0.0214436	0.0036563	0.00963655	0.000308451	0.0141247	0.0035261	0.00511947	0.0272106	0.0154915	0.998357	0.495886	0.504114	0.6033875
3456	-193.5842	-254.8707	61.28657	0.0169139	0.00952829	0.0120368	0.00139743	0.028055	0.0671862	0.0123524	0.0157488	0.0156099	0.0027325	0.0118434	0.000278745	0.0241921	0.0248446	0.0999799	0.00895529	0.0149811	0.0267976	0.0152778	0.0177147	0.00225773	0.0164131	0.0322532	0.00627422	0.0684684	0.00552159	0.00798912	0.0323271	0.0221525	0.0200518	0.00169415	0.00671477	0.0139789	0.017938	0.0289509	0.00192553	0.00564509	0.0083057	0.00142482	0.0171328	0.00378314	7.50248e-05	0.00376062	0.000990488	0.00325255	0.022907	0.0114896	1.043748	1.0915	0.00329594	0.0615903	0.419131	2.38589	16.2363	303.404	4.132385	0.0214071	0.0120595	0.0152344	0.00176867	0.035508	0.0850346	0.0156338	0.0199326	0.0197567	0.0034584	0.0149897	0.000352796	0.0306189	0.0314448	0.12654	0.0113343	0.0189609	0.0339165	0.0193365	0.0224207	0.00285751	0.0207734	0.0408214	0.007941	0.0866575	0.00698843	0.0101115	0.040915	0.0280374	0.0253787	0.00214421	0.00849859	0.0176925	0.0227033	0.0366418	0.00243706	0.00714474	0.0105121	0.00180333	0.0216842	0.00478815	9.49556e-05	0.00475964	0.00125362	0.00411661	0.0289924	0.0145419	0.9913262	0.478126	0.521874	0.7901043
3492	-185.208	-247.7427	62.53468	0.0152788	0.00838238	0.00460382	0.0144596	0.0241384	0.0126653	0.00507183	0.0156948	0.00846875	0.0202141	0.00970484	0.000269167	0.0144483	0.00126631	0.0012132	0.000215545	0.0257828	0.00906566	0.020226	0.00333084	0.0173001	0.0130836	0.0219031	0.00103728	0.00880307	0.00540492	0.00971145	0.00888766	0.00969642	0.0126169	0.00582113	0.0150927	0.0282974	0.00657032	0.0182987	0.012465	0.00968164	0.0360103	0.00146372	0.00993576	0.00379944	0.000956578	0.00112969	0.0072029	0.0104358	0.0015592	0.00453104	0.6944138	0.531879	0.00618783	0.083739	0.461289	2.16784	11.9419	161.608	3.676929	0.0307918	0.0168933	0.00927823	0.0291408	0.048647	0.0255247	0.0102214	0.0316302	0.0170673	0.0407382	0.0195585	0.000542462	0.0291182	0.00255203	0.002445	0.000434395	0.0519608	0.0182703	0.0407621	0.00671275	0.0348654	0.0263679	0.0441421	0.00209046	0.0177411	0.0108927	0.0195718	0.0179116	0.0195415	0.0254272	0.0117315	0.0304167	0.0570286	0.0132414	0.0368779	0.0251212	0.0195117	0.0725727	0.00294989	0.0200239	0.00765714	0.00192782	0.00227671	0.0145162	0.0210315	0.00314231	0.00913155	1.065096	0.652793	0.347207	0.4961962
3528	-180.0418	-242.1164	62.07463	0.0122822	0.0245047	0.00393157	0.0250166	0.02191	0.018018	0.00604672	0.00522728	0.00823363	0.029334	0.00189848	0.000408665	0.0101051	0.000302693	0.00160205	0.0325836	0.000873308	0.024304	0.0176128	0.0149137	0.00466996	0.01595	0.00738833	0.021462	0.00621442	0.000266027	0.0337169	0.0067913	0.0264035	0.00655801	0.00191174	0.00654331	0.0166432	0.00754816	0.00947029	0.000744821	0.0197435	0.00255441	0.00497251	0.00404129	0.00226494	0.0140969	0.00304764	0.0136832	0.00778656	0.018392	0.00682212	0.7882264	0.6504734	0.00417849	0.0691457	0.434538	2.30129	14.4622	239.321	3.96083	0.0232267	0.0463405	0.00743493	0.0473087	0.0414338	0.0340736	0.0114349	0.00988525	0.0155705	0.0554731	0.00359019	0.000772821	0.0191097	0.000572419	0.00302963	0.0616185	0.0016515	0.0459609	0.0333074	0.0282031	0.00883131	0.0301629	0.013972	0.0405865	0.011752	0.00050308	0.0637617	0.0128429	0.0499313	0.0124018	0.00361528	0.012374	0.0314738	0.0142742	0.0179091	0.00140852	0.0373367	0.00483062	0.00940345	0.00764243	0.00428321	0.0266585	0.00576335	0.0258761	0.0147251	0.0347808	0.0129012	1.044228	0.605887	0.394113	0.5287963
3564	-197.4961	-254.5868	57.09066	0.000733722	0.0102154	0.072008	0.105513	0.0272657	0.112727	0.0324458	0.0454909	0.0634965	0.0289739	0.087137	0.0157868	0.194577	0.061171	0.0460637	0.00874413	0.0522097	0.0455443	0.246726	0.130623	0.0460878	0.0255063	0.00985866	0.0319652	0.0101847	0.0274987	0.0066994	0.0463076	0.101197	0.0529269	0.25825	0.0482107	0.0038887	0.035621	0.0519099	0.150606	0.0540515	0.0019707	0.0342856	0.154064	0.0506685	0.120037	0.000247972	0.0607758	0.167418	0.15356	0.0139483	1.257543	1.69376	0.0017416	0.0451235	0.380363	2.62907	22.1614	574.186	4.593623	0.000236288	0.00328977	0.0231895	0.0339796	0.00878066	0.0363026	0.0104488	0.0146499	0.0204484	0.00933077	0.0280617	0.00508398	0.0626617	0.0196995	0.0148344	0.00281596	0.0168136	0.0146671	0.0794556	0.0420658	0.0148421	0.00821407	0.00317489	0.0102941	0.00327987	0.0088557	0.00215748	0.0149129	0.0325897	0.0170446	0.083167	0.0155258	0.00125232	0.0114714	0.0167171	0.0485014	0.0174068	0.000634644	0.0110413	0.0496149	0.0163173	0.0386568	7.98571e-05	0.0195723	0.0539155	0.0494526	0.00449193	0.9510145	0.371228	0.628772	3.1052
3600	-180.2399	-240.3508	60.11088	0.00137726	0.0282771	0.0203504	0.0764319	0.0594709	0.0893153	0.0303113	0.0107412	0.00235809	0.00453875	0.0537459	0.00896124	0.0459044	0.0210651	0.0077873	0.0121533	0.0034894	0.0607757	0.0455653	0.0466002	0.0842071	0.0536567	0.0172272	0.0039658	0.0133845	0.0228617	0.0252328	0.000647004	0.0512394	0.00139406	0.0189937	0.0062455	0.0531763	0.0147518	0.00939019	0.0522887	0.122698	0.00440167	0.108242	0.0393148	0.100542	0.0546521	0.000186584	0.0702188	0.133724	0.085844	0.0395906	1.34913	2.072808	0.00933222	0.102319	0.491049	2.03646	9.77335	107.156	3.379828	0.000757861	0.01556	0.0111982	0.042058	0.0327249	0.0491473	0.0166793	0.00591055	0.00129758	0.00249753	0.0295746	0.00493108	0.0252597	0.0115915	0.0042851	0.00668757	0.0019201	0.0334429	0.0250731	0.0256426	0.0463365	0.0295255	0.00947959	0.00218225	0.00736505	0.01258	0.0138848	0.000356025	0.0281954	0.000767108	0.0104516	0.0034367	0.0292612	0.00811744	0.00516712	0.0287728	0.0675166	0.0024221	0.059562	0.0216337	0.0553252	0.0300733	0.000102671	0.0386392	0.0735841	0.0472372	0.0217854	0.9347315	0.325435	0.674565	1.817298
3636	-189.6203	-251.2775	61.65719	0.00844266	0.0195164	0.00330938	0.00956205	0.0240514	0.0313945	0.00422698	0.0346837	0.00156321	0.00546342	0.0152195	0.0445689	0.0341051	0.00446993	0.00661747	0.0304489	0.0328457	0.00422856	0.0225279	0.00156934	0.0511132	0.0637064	0.0265014	0.0215271	0.0258803	0.0190458	0.0222752	0.00338116	0.021895	0.0167879	0.0240523	0.0198826	0.00488211	0.00335544	0.00885203	0.0261372	0.0268198	0.0568174	0.0558797	0.00830556	0.012099	0.03554	0.00262795	0.0436692	0.00575098	0.006099	0.0102659	1.475957	2.816479	0.0300676	0.181036	0.586727	1.70437	5.52376	33.2584	2.533855	0.00877647	0.020288	0.00344023	0.00994012	0.0250024	0.0326358	0.00439411	0.0360551	0.00162502	0.00567944	0.0158213	0.0463311	0.0354536	0.00464667	0.00687912	0.0316528	0.0341444	0.00439575	0.0234186	0.00163139	0.0531342	0.0662253	0.0275493	0.0223782	0.0269036	0.0197988	0.0231559	0.00351484	0.0227608	0.0174517	0.0250033	0.0206687	0.00507515	0.00348811	0.00920203	0.0271706	0.0278802	0.0590639	0.0580891	0.00863396	0.0125774	0.0369452	0.00273186	0.0453958	0.00597837	0.00634015	0.0106718	0.9130824	0.262022	0.737978	0.9619645
3672	-192.1178	-254.476	62.35813	0.0132315	0.0564696	0.0209971	0.0108853	0.0350916	0.0211357	0.0228147	0.0426772	0.0309316	0.0933329	0.0419907	0.0616544	0.146519	0.00203584	0.0274983	0.023698	0.00283167	0.00618352	0.0411316	0.018868	0.0286039	0.030487	0.00610913	0.0231465	0.0477072	0.0890913	0.0119861	0.00970563	0.0698487	0.0857482	0.0352562	0.00592429	0.0306109	0.0520494	0.0318459	0.0829657	0.0105552	0.00805129	0.055292	0.00147371	0.061875	0.0446573	0.00728826	0.0277256	0.0206388	0.00277265	0.0475341	1.263061	1.713928	0.110561	0.341636	0.715287	1.39804	2.9271	9.04474	1.592331	0.00802433	0.0342462	0.0127338	0.00660146	0.0212815	0.0128179	0.0138361	0.0258818	0.0187586	0.0566021	0.0254654	0.0373906	0.088857	0.00123464	0.0166765	0.0143717	0.00171728	0.00375002	0.0249444	0.0114426	0.017347	0.018489	0.00370491	0.0140373	0.0289323	0.0540298	0.00726905	0.00588603	0.0423601	0.0520024	0.0213813	0.00359281	0.0185641	0.0315656	0.0193131	0.0503149	0.00640126	0.00488274	0.0335321	0.00089374	0.0375244	0.0270826	0.00442	0.0168143	0.0125165	0.00168149	0.0288273	0.9500175	0.36847	0.63153	1.648928
3708	-183.0648	-244.6202	61.55542	0.000162665	0.0147156	0.00745595	0.00647494	0.0262764	0.00722784	0.00313332	0.00505579	0.0191788	0.00164254	0.000871182	0.00840547	0.00504176	8.19805e-05	0.00109437	0.00281855	0.00647318	0.00255539	0.00455784	0.00443064	0.0106965	0.0065468	0.012586	0.00207306	8.74494e-05	0.015189	0.00286069	0.00632233	0.011362	0.010773	0.00916023	0.0113012	0.00561807	0.00122019	0.00066802	0.00846079	0.0014668	0.0114537	0.000866333	0.00155585	0.0043094	0.00374943	0.000435167	0.0107896	0.0329265	0.0126021	0.0031907	1.155078	1.367083	0.00624728	0.0841304	0.461961	2.16469	11.8863	160.07	3.670015	0.000499087	0.0451502	0.0228763	0.0198664	0.080621	0.0221764	0.00961361	0.0155121	0.0588442	0.00503961	0.00267295	0.0257896	0.0154691	0.000251532	0.00335774	0.00864785	0.0198609	0.00784043	0.0139843	0.013594	0.0328189	0.0200868	0.0386162	0.00636053	0.000268311	0.0466026	0.00877714	0.0193981	0.0348608	0.0330536	0.0281053	0.0346741	0.0172373	0.00374378	0.00204961	0.0259593	0.00450043	0.0351422	0.00265807	0.00477365	0.013222	0.011504	0.00133517	0.0331046	0.101025	0.0386657	0.00978966	0.9699174	0.422461	0.577539	0.3259252
3744	-178.3048	-240.4339	62.12913	0.000531824	0.00970665	0.00909986	0.00651049	0.0229108	0.23483	0.0367112	0.0038302	0.0290629	0.00151108	0.0179489	0.0174039	0.042164	0.000933347	0.00194523	0.0284924	0.0270392	0.00689753	0.122972	0.00310822	0.0190227	0.0981463	0.0326216	0.0205265	0.0131467	0.0356128	0.00252461	0.00506579	0.0307492	0.0313325	0.0380587	0.0231476	0.00248753	0.0213267	0.0253856	0.0639041	0.00688317	0.0520187	0.00299343	0.00374675	0.0743098	0.0129722	0.00397144	0.0541441	0.0792752	0.0106935	0.0239689	1.016735	1.03404	0.0244975	0.163821	0.568719	1.75834	6.10421	40.8205	2.681995	0.00037674	0.00687613	0.00644628	0.00461199	0.0162299	0.166352	0.026006	0.00271328	0.020588	0.00107044	0.0127149	0.0123288	0.0298687	0.000661177	0.00137799	0.0201838	0.0191544	0.00488616	0.0871125	0.00220184	0.0134755	0.0695261	0.0231089	0.0145409	0.00931306	0.0252279	0.00178841	0.00358857	0.0217825	0.0221957	0.0269605	0.0163976	0.00176215	0.0151077	0.017983	0.0452692	0.00487599	0.0368497	0.00212053	0.00265417	0.0526405	0.00918944	0.00281334	0.0383553	0.056158	0.00757519	0.0169794	0.9966642	0.491632	0.508368	1.411646
3780	-171.2364	-231.8048	60.56835	0.0134669	0.0146532	0.00391537	0.0230734	0.186253	0.140793	0.111575	0.0189894	0.0602225	0.00784138	0.0649113	0.00396765	0.0289856	0.00880271	0.00322242	0.0065018	0.0257711	0.0703007	0.0727482	0.0210936	0.0785677	0.132025	0.0962354	0.109955	0.0215518	0.0173107	0.0368711	0.0119264	0.192038	0.111577	0.05239	0.0919734	0.00205751	0.0560331	0.00322086	0.114105	0.0271666	0.00806319	0.0076267	0.0030127	0.268286	0.0681953	0.0811964	0.0313971	0.00727285	0.0217339	0.118474	0.9250469	0.8605462	0.0288033	0.177283	0.582905	1.71555	5.64071	34.7182	2.564916	0.00506778	0.00551423	0.00147341	0.00868285	0.0700897	0.0529823	0.0419874	0.00714599	0.0226626	0.00295083	0.024427	0.00149309	0.0109077	0.00331259	0.00121264	0.00244672	0.00969804	0.0264552	0.0273762	0.00793784	0.0295662	0.049683	0.0362148	0.0413776	0.00811025	0.00651425	0.0138751	0.00448806	0.0722666	0.0419881	0.0197151	0.0346109	0.000774273	0.0210861	0.00121206	0.0429395	0.0102232	0.0030343	0.00287004	0.00113372	0.10096	0.0256629	0.0305554	0.0118152	0.00273688	0.00817878	0.0445837	1.015219	0.537477	0.462523	2.657352
