Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
8892	-182.5391	-245.3777	62.83865	0.00327591	0.0348276	0.00129234	0.0714636	0.0539542	0.0380006	0.0146496	0.0338194	0.0386724	0.00228729	0.00899509	0.020749	0.0707298	0.00775758	0.0218114	0.0225083	0.0186462	0.00602289	0.026487	0.0850486	0.0229611	0.036823	0.0422427	0.0023818	0.0245241	0.00478305	0.0317788	0.0376969	0.00569642	0.0120109	0.0484616	0.00956763	0.0957859	0.0256445	0.036314	0.11853	0.0325353	0.0296985	0.0167767	0.0043189	0.0365024	0.00292497	0.00680158	0.00745242	0.0828783	0.0511004	0.0284576	0.8009977	0.6680535	0.0383468	0.203836	0.608847	1.64245	4.9059	26.0778	2.357989	0.00228183	0.0242591	0.000900182	0.0497779	0.0375818	0.0264693	0.0102041	0.0235569	0.0269372	0.00159321	0.00626553	0.0144527	0.0492668	0.00540354	0.0151927	0.0156781	0.012988	0.00419524	0.0184495	0.0592406	0.0159935	0.025649	0.0294241	0.00165904	0.0170822	0.00333163	0.0221355	0.0262578	0.00396784	0.00836616	0.0337559	0.00666433	0.0667197	0.0178627	0.0252945	0.0825621	0.0226625	0.0206865	0.0116858	0.00300833	0.0254257	0.00203738	0.00473763	0.00519098	0.0577288	0.035594	0.0198221	1.04145	0.599501	0.400499	1.435648
8928	-179.9029	-241.811	61.90806	0.00587575	0.0206778	0.000431729	0.0322659	0.0039471	0.00734471	0.0352171	0.000645292	0.000379871	0.000820369	0.0252719	0.000194578	0.000535332	0.00607091	0.00406742	0.0113698	0.00396611	0.00991273	0.00694018	0.000382999	0.0183681	0.00299723	0.0098987	0.00508724	0.0223045	0.00357702	0.00388095	0.0167625	0.0218112	0.00980061	0.00298078	0.00648466	0.032256	0.0113852	0.00193915	0.0173676	0.0117585	0.0121719	0.00139931	0.00222794	0.0107836	0.00421093	0.00495241	0.00687436	0.00121414	0.0325838	0.00354982	1.127282	1.291691	0.00842701	0.0973522	0.483484	2.06832	10.272	118.666	3.453603	0.0129153	0.045451	0.000948968	0.0709225	0.00867597	0.0161442	0.0774095	0.00141839	0.000834982	0.00180322	0.0555493	0.000427694	0.00117669	0.0133442	0.00894045	0.0249915	0.00871777	0.0217888	0.015255	0.000841857	0.0403743	0.0065881	0.021758	0.0111821	0.0490268	0.00786253	0.00853059	0.036845	0.0479423	0.0215424	0.00655195	0.0142537	0.0709007	0.0250254	0.00426238	0.0381752	0.025846	0.0267545	0.00307577	0.00489716	0.023703	0.0092559	0.0108857	0.0151103	0.00266876	0.0716213	0.00780273	0.9751755	0.436359	0.563641	0.4549458
8964	-182.2523	-244.0944	61.84207	0.0899633	0.0336725	0.000105011	0.0709823	0.00173903	0.0727234	0.0315424	0.00892218	0.0183052	0.0358433	0.0361754	0.0873419	0.0540085	0.00224723	0.00856425	0.0214617	0.00311428	0.00291894	0.0309487	0.0132808	0.0294256	0.00272713	0.0134719	0.00984533	0.101711	0.00544014	0.0138506	0.0494873	0.0917873	0.05884	0.021298	0.0476428	0.0368802	0.0657824	0.017322	0.0405397	0.0167965	0.0399176	0.00396324	0.00632269	0.0498636	0.0012398	0.0335543	0.0367265	0.00674284	0.0217503	0.00306358	1.233773	1.610194	0.0338472	0.191798	0.597394	1.67394	5.21381	29.5445	2.448238	0.0620499	0.0232247	7.24285e-05	0.0489582	0.00119945	0.0501591	0.0217556	0.00615385	0.0126256	0.024722	0.0249511	0.0602419	0.037251	0.00154997	0.00590698	0.0148026	0.002148	0.00201327	0.0213461	0.00916013	0.0202955	0.00188097	0.00929193	0.00679057	0.070153	0.0037522	0.00955308	0.0341326	0.063308	0.0405834	0.0146898	0.0328605	0.0254372	0.0453718	0.0119474	0.0279613	0.011585	0.0275322	0.00273354	0.00436092	0.0343922	0.000855121	0.0231433	0.0253312	0.00465071	0.0150017	0.00211303	0.9553337	0.383113	0.616887	1.449853
9000	-183.7289	-244.0961	60.36721	0.0186892	0.0246916	6.34664e-05	0.0836428	0.102373	0.0252885	0.00677145	0.0145277	0.00907764	0.0873228	0.0556175	0.0203211	0.0363711	5.43833e-05	0.000406917	0.0231027	0.00198255	0.013913	0.0071559	0.0378871	0.017883	0.0594569	0.000704513	0.00746979	0.0314229	0.00563123	0.00951091	0.0130734	0.0773689	0.0611821	0.0413097	0.0558201	0.0631666	0.0426641	0.0062508	0.134919	0.00185243	0.00410733	0.0127401	0.0321452	0.00627363	0.00113111	0.00259145	0.00840163	0.0157542	0.0258144	0.00616606	1.26216	1.710615	0.00380692	0.0660754	0.428424	2.33413	15.1342	262.68	4.02817	0.0142224	0.0187901	4.82975e-05	0.0636516	0.0779055	0.0192444	0.00515303	0.0110555	0.00690802	0.066452	0.0423245	0.0154642	0.0276781	4.13853e-05	0.000309661	0.017581	0.0015087	0.0105877	0.00544559	0.0288318	0.0136089	0.0452463	0.00053613	0.00568446	0.0239126	0.00428533	0.00723774	0.00994877	0.0588772	0.0465592	0.0314364	0.0424787	0.0480693	0.0324671	0.00475681	0.102673	0.00140968	0.00312565	0.00969515	0.0244622	0.00477419	0.000860767	0.00197208	0.00639358	0.0119888	0.0196446	0.00469233	0.9501802	0.36892	0.63108	1.314073
9036	-180.707	-240.6877	59.98072	0.0163653	0.0135571	0.000151236	0.079077	0.192751	0.118473	0.00197083	0.0387407	0.0367845	0.0275369	0.351186	0.0279989	0.0474056	0.0141565	0.00708411	0.0209578	0.100367	0.0412565	0.0600326	0.0959607	0.0405632	0.0531074	0.0399486	0.0865396	0.152563	0.00107311	0.0328691	0.0182309	0.118907	0.012947	0.0749764	0.0394385	0.123612	0.169005	0.0023647	0.0499328	0.0085705	0.00869126	0.00950527	0.050142	0.028733	0.00770028	0.00676208	0.016929	0.0128082	0.021478	0.0325551	1.101513	1.225963	0.0151164	0.129453	0.528439	1.89236	7.72481	66.1534	3.031088	0.00651544	0.00539742	6.0211e-05	0.0314826	0.0767392	0.047167	0.000784639	0.0154237	0.0146449	0.0109632	0.139817	0.0111471	0.0188734	0.00563606	0.00282037	0.00834386	0.0399589	0.0164253	0.0239006	0.0382045	0.0161493	0.0211434	0.0159046	0.0344537	0.0607392	0.000427234	0.0130861	0.00725821	0.0473399	0.00515455	0.0298501	0.0157015	0.049213	0.0672855	0.000941451	0.0198796	0.00341214	0.00346022	0.0037843	0.0199628	0.0114394	0.00306568	0.00269216	0.00673986	0.00509929	0.00855096	0.0129611	0.9801015	0.449244	0.550756	2.511766
9072	-177.4756	-240.3601	62.88454	0.000997785	0.00805393	2.06217e-07	0.0141952	0.0203202	0.0255195	0.00081846	0.0119753	0.0228366	0.00550844	0.0249139	0.0143791	0.0143214	0.0063354	0.00080546	0.00598027	0.0133711	0.014921	0.0028698	0.0656577	0.0168874	0.0420717	0.0401044	0.00758057	0.0423018	0.00106015	0.0215078	0.002023	0.0155032	0.00155967	0.00987586	0.00974599	0.0228059	0.00106241	0.00955702	0.00676052	0.00567115	0.00664871	0.0022862	0.0159383	0.000745402	0.00373324	0.00680631	0.00408499	0.00207361	0.00391152	0.00733318	0.8562105	0.7485735	0.0155177	0.131118	0.530551	1.88483	7.62672	64.4425	3.012141	0.00171023	0.0138047	3.53463e-07	0.0243309	0.0348295	0.0437412	0.00140286	0.0205259	0.0391427	0.00944163	0.0427032	0.0246462	0.0245472	0.0108591	0.00138058	0.0102503	0.0229184	0.0255749	0.00491891	0.112539	0.0289454	0.0721122	0.0687401	0.0129933	0.0725066	0.00181713	0.036865	0.00346747	0.0265729	0.00267331	0.0169275	0.0167049	0.03909	0.001821	0.016381	0.0115877	0.00972052	0.0113961	0.00391862	0.0273188	0.00127764	0.00639888	0.0116662	0.00700179	0.00355423	0.00670446	0.0125693	1.029609	0.571895	0.428105	0.5834207
9108	-190.017	-249.6046	59.58766	4.41666e-05	7.91318e-05	1.24361e-05	0.00237967	0.000929167	0.000589204	0.000435482	4.45698e-05	0.00129357	0.000320637	0.000410972	4.83931e-05	0.000227307	0.000135812	0.000760055	0.000312312	3.58923e-05	8.35154e-05	0.000542315	0.00304285	0.000277335	0.00198938	0.0018649	3.55006e-05	0.000896844	0.000101057	0.00123141	0.00168079	0.00130536	0.00124321	0.000346936	0.00160763	0.000120589	0.000551162	0.00142553	0.000416295	0.000553068	0.00127678	0.000337445	0.000678114	0.000585688	0.000274605	1.09754e-05	0.000860311	0.000235121	0.000180825	0.000311542	0.8872141	0.797291	0.00211434	0.0496	0.391755	2.55262	20.1613	472.96	4.453389	0.0013748	0.00246318	0.000387106	0.0740732	0.0289227	0.0183405	0.0135555	0.00138735	0.0402658	0.00998066	0.0127926	0.00150636	0.00707551	0.00422751	0.0236587	0.00972151	0.00111724	0.00259963	0.0168809	0.0947165	0.00863275	0.0619244	0.0580498	0.00110505	0.0279166	0.00314567	0.0383309	0.0523189	0.0406328	0.0386982	0.0107993	0.0500416	0.00375366	0.0171563	0.0443733	0.0129583	0.0172156	0.039743	0.0105038	0.021108	0.018231	0.00854779	0.000341639	0.0267794	0.00731874	0.00562865	0.00969754	1.023078	0.556393	0.443607	0.03212587
9144	-183.731	-243.1864	59.45545	0.000180195	0.000781176	4.07828e-05	0.000409438	0.00309154	0.001558	0.000342501	0.000415751	0.00111296	0.000431389	0.00225595	4.76151e-05	0.0019319	0.000234378	0.000448648	0.000665951	0.00058227	0.000597513	0.000595832	0.00133467	0.000724221	0.000183066	0.000818959	0.00191237	0.000724278	0.000341767	0.000374452	0.000301757	0.00119461	0.000267171	0.00013429	0.00139157	0.000683369	0.00134624	0.00110326	0.00101674	0.000970544	0.00024002	0.000250005	0.000692813	5.73963e-05	0.000629668	0.000578024	0.00112149	0.000107149	0.001253	0.000902483	1.067568	1.144929	0.0024608	0.0534098	0.400905	2.49436	18.7231	406.372	4.34367	0.00495325	0.0214732	0.00112105	0.0112547	0.0849811	0.0428267	0.00941475	0.0114283	0.0305933	0.0118581	0.0620122	0.00130886	0.0531047	0.00644264	0.0123326	0.0183058	0.0160056	0.0164246	0.0163784	0.0366877	0.0199076	0.00503215	0.0225118	0.0525677	0.0199092	0.00939459	0.010293	0.00829479	0.0328377	0.00734406	0.00369139	0.0382519	0.0187846	0.0370057	0.0303267	0.0279484	0.0266786	0.00659774	0.0068722	0.0190442	0.00157773	0.0173085	0.0158889	0.0308278	0.00294535	0.0344427	0.0248077	0.9866666	0.466216	0.533784	0.03637916
9180	-189.1272	-248.7482	59.62107	0.000115238	0.000568965	0.00018469	0.000792592	0.000265326	0.00056314	0.00028312	0.000244218	0.000720424	9.35936e-05	0.00116402	0.000782288	0.00109449	0.000132723	0.000165155	0.000585239	0.000186139	0.000200658	9.78149e-05	0.000322502	0.000195159	0.000173742	9.24839e-05	0.00048526	0.000330871	1.19869e-06	0.000189374	0.000104322	0.000795086	0.00023621	2.44869e-05	0.000913508	7.23901e-05	0.000356885	0.000273669	0.000373899	0.000522644	0.000372946	0.000273829	0.000526493	9.69236e-05	0.000627622	0.000489958	0.00018246	0.000184381	0.00025937	0.000233786	0.4508761	0.2910523	0.00164537	0.0438899	0.377088	2.6519	22.7843	607.766	4.63472	0.0067982	0.0335647	0.0108953	0.046757	0.0156522	0.033221	0.016702	0.0144071	0.0424996	0.00552133	0.0686682	0.0461491	0.064567	0.00782966	0.00974293	0.0345247	0.0109808	0.0118373	0.00577035	0.0190252	0.0115129	0.0102495	0.00545586	0.0286267	0.0195189	7.07135e-05	0.0111717	0.00615425	0.0469042	0.0139346	0.00144454	0.0538902	0.00427048	0.0210535	0.0161444	0.0220572	0.0308321	0.022001	0.0161539	0.0310592	0.00571777	0.037025	0.0289039	0.0107638	0.0108771	0.0153009	0.0137916	1.123374	0.774562	0.225438	0.01695129
9216	-185.6756	-245.547	59.87133	4.44563e-05	0.000278288	0.000346758	0.00122549	0.000780444	0.000736684	0.000408889	0.00033048	0.000499727	0.00115066	0.000852674	0.00024546	0.00241651	0.000370831	0.000252053	0.000449624	0.0012774	0.000761508	6.71159e-05	0.00101332	2.13477e-06	0.000291241	0.00160541	0.000704623	0.0012473	4.76172e-06	0.000160105	0.00106957	0.000670677	0.000142352	4.3101e-05	0.00120683	0.000685828	3.91346e-05	0.000868198	0.000274745	0.000154775	0.000622114	0.00102442	0.000351238	0.000360274	3.00775e-06	0.00174776	6.57318e-05	0.000234047	0.000178095	0.000472239	0.5866507	0.4150784	0.0017403	0.0451072	0.38032	2.62936	22.1694	574.613	4.59416	0.00160272	0.0100327	0.0125011	0.0441808	0.0281362	0.0265586	0.0147411	0.0119143	0.0180159	0.041483	0.0307402	0.00884922	0.0871187	0.013369	0.0090869	0.0162096	0.0460522	0.0274535	0.00241963	0.0365317	7.69616e-05	0.0104997	0.0578775	0.0254027	0.0449671	0.000171667	0.00577202	0.0385595	0.0241789	0.00513202	0.00155386	0.0435081	0.0247252	0.00141086	0.0312998	0.00990498	0.00557988	0.0224281	0.036932	0.0126626	0.0129884	0.000108434	0.0630095	0.00236973	0.00843773	0.00642061	0.0170249	1.09012	0.706675	0.293325	0.02773809
9252	-190.3882	-249.8592	59.47098	0.00032898	0.00117554	0.000959238	0.00153084	0.00133006	0.00106477	0.000486676	0.000204647	0.000967871	4.15132e-05	9.39279e-05	0.000405951	0.000110118	0.000151688	0.000427316	0.000487548	0.00109462	0.00103591	7.65372e-05	0.00130278	6.64109e-05	0.00267984	0.000273276	0.000208958	6.79142e-06	3.27759e-05	3.2764e-05	0.000305788	0.00119573	0.000569277	0.000687192	0.00555172	0.000404913	0.000171747	0.000301543	0.000681898	0.00021143	0.000591053	0.000784999	0.00137889	0.00068663	4.4084e-06	0.0032299	2.42694e-05	8.44589e-05	6.01714e-05	0.000686273	0.7403227	0.5877082	0.00113332	0.0365932	0.356293	2.80668	27.3275	882.362	4.904289	0.00962221	0.034383	0.0280564	0.0447749	0.0389025	0.0311429	0.0142346	0.00598565	0.0283089	0.00121421	0.00274726	0.0118735	0.00322081	0.00443667	0.0124984	0.0142601	0.0320162	0.0302989	0.00223861	0.0381046	0.00194243	0.0783816	0.00799296	0.00611175	0.00019864	0.000958651	0.000958302	0.00894389	0.0349736	0.0166506	0.0200994	0.16238	0.0118432	0.00502336	0.00881973	0.0199446	0.00618403	0.0172875	0.0229601	0.0403308	0.020083	0.00012894	0.0944701	0.000709846	0.00247031	0.00175993	0.0200725	1.054781	0.629839	0.370161	0.03418964
9288	-185.5737	-247.5516	61.97794	0.0697081	0.00265781	0.0148769	0.0179792	0.0712506	0.0602	0.0700377	0.0155504	0.02786	0.0459351	0.0189145	0.0172178	0.017898	0.00088787	0.0125975	0.0385899	0.0286099	0.0146232	0.0046696	0.0145512	0.0141997	0.00606169	0.00218791	0.0166239	0.0062638	0.015386	0.0157155	0.0736761	0.0063595	0.021552	0.0541895	0.115747	0.0136748	0.00608934	0.0220792	0.0150533	0.00747625	0.01588	0.00832065	0.00769088	0.00598604	0.000168856	0.0518344	0.0204855	0.0091017	0.00109728	0.0241709	1.068342	1.14671	0.0141756	0.125459	0.523298	1.91096	7.97073	70.5439	3.077551	0.0621458	0.00236948	0.013263	0.0160287	0.063521	0.0536692	0.0624396	0.0138634	0.0248376	0.0409518	0.0168626	0.0153499	0.0159563	0.000791549	0.0112309	0.0344035	0.0255061	0.0130368	0.00416302	0.0129726	0.0126592	0.00540408	0.00195055	0.0148205	0.00558427	0.0137168	0.0140106	0.0656833	0.00566959	0.0192139	0.0483107	0.10319	0.0121913	0.00542874	0.0196839	0.0134203	0.00666519	0.0141573	0.00741798	0.00685653	0.00533664	0.000150538	0.0462111	0.0182631	0.00811429	0.000978241	0.0215487	0.9865159	0.465829	0.534171	1.121687
9324	-179.8086	-242.6645	62.85586	0.0195019	0.00607899	0.000450718	0.0147312	0.0478855	0.0554269	0.0150694	0.000138744	0.0244213	0.0334901	0.0135803	0.00751061	0.0527097	0.000726993	0.00346121	0.0040856	0.0172321	0.0263586	0.00421915	0.0585249	0.0187734	0.0123537	0.013314	0.00143997	0.0633245	0.0102489	0.023691	0.0354768	0.00868174	0.0135195	0.0261691	0.0432193	0.0123597	0.0402445	0.00442756	0.00607305	0.00648991	0.018956	0.0371845	0.0173476	0.0100737	0.00120385	0.0567138	0.0378975	0.0204673	0.0926798	0.00959681	0.8747379	0.7773637	0.0251599	0.165967	0.571033	1.75121	6.0253	39.7458	2.662705	0.018617	0.00580316	0.000430267	0.0140628	0.0457127	0.0529119	0.0143856	0.000132449	0.0233132	0.0319705	0.0129641	0.00716982	0.050318	0.000694006	0.00330416	0.00390021	0.0164502	0.0251626	0.00402771	0.0558693	0.0179215	0.0117932	0.0127099	0.00137463	0.0604512	0.00978386	0.0226161	0.033867	0.00828781	0.0129061	0.0249816	0.0412583	0.0117989	0.0384184	0.00422666	0.00579749	0.00619543	0.0180959	0.0354972	0.0165605	0.00961661	0.00114923	0.0541404	0.0361779	0.0195386	0.0884745	0.00916136	1.025696	0.562631	0.437369	1.047531
9360	-191.4612	-254.1472	62.68603	0.00955584	0.00146194	0.0795391	0.0254695	0.0101046	0.030978	0.00871372	1.92719e-05	0.0292131	0.0377581	0.0328535	0.000350807	0.0172397	0.00246973	0.00134001	0.022175	0.0105293	0.124398	0.00624726	0.0252149	0.0334324	0.0578666	0.0170681	0.0117844	0.0252588	0.00453403	0.0484654	0.027743	0.0085288	0.0391632	0.131966	0.00310794	0.0126241	0.0802023	0.0298331	0.0529211	0.00267021	0.0297938	0.0374414	0.028113	0.0203308	0.00790437	0.00694512	0.024227	0.0159189	0.065203	0.0060715	0.6170829	0.4462183	0.0153648	0.130486	0.529752	1.88768	7.66364	65.0838	3.019301	0.00732388	0.00112047	0.0609612	0.0195206	0.00774447	0.0237424	0.00667846	1.47705e-05	0.0223898	0.0289389	0.0251799	0.000268869	0.0132131	0.00189287	0.00102702	0.0169956	0.00806997	0.0953424	0.00478809	0.0193254	0.0256236	0.0443507	0.0130815	0.00903193	0.0193591	0.00347502	0.0371454	0.021263	0.00653673	0.0300159	0.101143	0.00238202	0.00967551	0.0614695	0.022865	0.0405604	0.00204653	0.0228348	0.0286962	0.0215467	0.0155821	0.00605815	0.00532295	0.0185683	0.0122008	0.0499735	0.00465338	1.082935	0.691459	0.308541	1.30475
9396	-180.0956	-242.4185	62.3229	0.0295337	0.032012	0.0190107	0.00860026	0.0409288	0.0087933	0.00356733	0.0338652	0.0110958	0.0361253	0.0210607	0.0450599	0.0931549	0.00410815	0.00212247	0.0265591	0.0360572	0.12849	0.0645475	0.0227049	0.00881981	0.07789	0.00834459	0.0281249	0.0355457	0.00127722	0.0056398	0.0105942	0.000383789	0.00523475	0.00759019	0.0558207	0.00882489	0.0376364	0.0277265	0.0362273	0.000918895	0.017823	0.036161	0.00934237	0.000640997	0.00103507	0.00045318	0.0240027	0.020358	0.0281925	0.0227388	1.029761	1.061347	0.0225957	0.15749	0.561769	1.78009	6.3496	44.2563	2.740429	0.0249283	0.0270201	0.0160462	0.00725916	0.0345465	0.00742211	0.00301106	0.0285844	0.00936559	0.0304921	0.0177766	0.0380334	0.0786286	0.00346754	0.0017915	0.0224176	0.0304346	0.108454	0.0544821	0.0191644	0.00744448	0.0657441	0.00704336	0.0237392	0.0300028	0.00107806	0.00476035	0.0089422	0.000323942	0.00441846	0.0064066	0.0471162	0.00744877	0.0317675	0.0234029	0.0305781	0.000775606	0.0150437	0.0305222	0.00788555	0.000541042	0.000873665	0.000382512	0.0202598	0.0171834	0.0237963	0.019193	0.994083	0.48512	0.51488	1.184745
9432	-199.3471	-257.383	58.03589	0.0586997	0.0711608	0.0095657	0.0242623	0.13445	0.0993854	0.00771823	0.0197224	0.205959	0.0843356	0.0346409	0.0436756	0.231939	0.0190755	0.00247813	0.0368653	0.0271152	0.0374803	0.0888865	0.0676002	0.020924	0.173414	0.0671823	0.0269191	0.0323563	0.00872447	0.0187519	0.170137	0.0242013	0.0541261	0.0273968	0.0608762	0.0108072	0.0224551	0.0536174	0.0616132	0.0808832	0.0667792	0.0158316	0.079667	0.00784051	0.00723449	0.0836591	0.0139349	0.0933148	0.0606329	0.0605143	1.048547	1.102049	0.00136856	0.0401188	0.366666	2.72728	24.926	730.697	4.767915	0.0216699	0.0262701	0.00353133	0.0089568	0.0496344	0.0366897	0.00284931	0.00728083	0.0760328	0.0311338	0.0127882	0.0161235	0.0856241	0.00704202	0.00091484	0.0136094	0.01001	0.0138365	0.0328139	0.0249557	0.00772443	0.0640185	0.0248014	0.00993761	0.0119448	0.00322078	0.00692254	0.0628087	0.00893429	0.0199815	0.010114	0.0224734	0.00398966	0.00828964	0.0197937	0.0227455	0.0298593	0.0246526	0.00584447	0.0294103	0.00289445	0.00267073	0.0308841	0.00514429	0.0344486	0.0223836	0.0223398	0.9903839	0.475726	0.524274	2.70881
9468	-194.6588	-255.679	61.02022	0.00179288	0.00155203	0.0139278	0.0229427	0.000128142	0.0344138	0.0471495	0.0342004	0.0274855	0.0400992	0.0164758	0.013706	0.0607541	0.0110866	0.00836115	0.0233866	0.0125967	0.0656499	0.0240876	0.00380688	0.0255614	0.0438716	0.0108512	0.000704191	0.0333414	0.00926682	0.0286873	0.0415517	0.00372522	0.0149564	0.0100604	0.0473474	0.0202195	0.00201579	0.12643	0.0364439	0.0322297	0.00419252	0.00463945	0.072018	0.00613955	0.0164366	0.00626437	0.00345608	0.0355746	0.0016904	0.0169975	0.973059	0.9475315	0.00287247	0.057595	0.410453	2.43634	17.3626	348.132	4.23182	0.00160325	0.00138788	0.0124547	0.0205162	0.000114589	0.030774	0.0421627	0.0305832	0.0245784	0.035858	0.0147332	0.0122564	0.0543283	0.00991403	0.00747682	0.0209131	0.0112644	0.0587063	0.02154	0.00340424	0.0228579	0.0392315	0.0097035	0.000629711	0.029815	0.0082867	0.0256532	0.0371569	0.00333122	0.0133745	0.00899633	0.0423396	0.018081	0.00180258	0.113058	0.0325893	0.0288208	0.00374909	0.00414875	0.0644009	0.00549019	0.0146982	0.0056018	0.00309054	0.031812	0.00151161	0.0151997	1.005417	0.513471	0.486529	1.118277
9504	-193.3124	-255.2329	61.9205	0.000511244	0.000404852	0.0272421	0.0048018	0.0022448	0.131607	0.0343978	0.0203629	0.0174203	0.0160846	0.0147457	0.0234872	0.0163159	0.0195329	0.0287217	0.00605269	0.0231766	0.0460256	0.10712	0.0139478	0.00621885	0.0562152	0.023011	5.55077e-05	0.0577888	0.0181996	0.0285519	0.0111545	0.00937151	0.0130737	0.00589863	0.0168794	0.0042127	0.0260673	0.00484594	0.00641239	0.014094	0.0281257	0.0355921	0.147688	0.0065659	0.0123459	0.0566908	0.0450008	0.00562603	0.015933	0.00362294	1.172284	1.416287	0.0206322	0.150661	0.554053	1.80488	6.63743	48.4679	2.806159	0.000421316	0.000333639	0.0224502	0.00395716	0.00184994	0.108457	0.0283472	0.016781	0.0143561	0.0132553	0.0121519	0.0193558	0.0134459	0.016097	0.0236695	0.00498802	0.0190998	0.0379297	0.0882777	0.0114944	0.00512495	0.0463269	0.0189634	4.57438e-05	0.0476237	0.0149983	0.0235296	0.0091924	0.00772305	0.010774	0.00486106	0.0139103	0.00347168	0.0214821	0.00399354	0.00528444	0.0116149	0.0231783	0.0293315	0.12171	0.00541095	0.0101743	0.0467188	0.0370852	0.00463641	0.0131304	0.00298566	0.966691	0.413858	0.586142	1.213446
9540	-196.1051	-255.0587	58.9536	0.0507233	0.0312739	0.0402209	0.00575951	0.158648	0.0781297	0.0966074	0.00124458	0.0477589	0.00430851	0.0676408	0.0591784	0.108015	0.0157401	0.0803327	0.0313943	0.000783704	0.0186417	0.126776	0.0869741	0.00699456	0.0927069	0.0116446	0.00310382	0.113071	0.0356757	0.0472381	0.0914008	0.0633192	0.0507617	0.0190123	0.0147632	0.029361	0.0835831	0.026893	0.169107	0.0589504	0.0176474	0.0440913	0.0646608	0.0196066	0.0176612	0.0136445	0.00652291	0.0225012	0.100165	0.102328	1.237408	1.622635	0.00471302	0.0733267	0.442571	2.25953	13.6376	212.178	3.873788	0.0208175	0.0128352	0.0165072	0.00236378	0.0651113	0.0320655	0.039649	0.000510792	0.0196009	0.00176827	0.0277607	0.0242876	0.0443307	0.00645995	0.0329696	0.0128847	0.000321643	0.0076508	0.0520304	0.0356953	0.00287066	0.0380482	0.0047791	0.00127385	0.046406	0.0146418	0.0193871	0.0375121	0.0259871	0.0208333	0.00780291	0.00605904	0.0120502	0.0343036	0.0110373	0.0694037	0.024194	0.00724275	0.0180957	0.0265377	0.00804683	0.0072484	0.0055999	0.00267709	0.00923478	0.0411092	0.0419969	0.9546707	0.381296	0.618704	2.436567
